,Размер,Вес,Сладость,Хрусткость,Сочность,Спелость,Кислотность,Качество
2344,-0.983,-3.103,-3.612,1.021,-0.0,4.887,-0.524,0
2345,-0.164,-3.282,-0.816,0.646,-2.637,0.633,-3.552,0
2346,1.71,-1.419,-0.866,1.208,2.08,-0.975,2.256,1
2347,-1.516,0.341,0.51,0.82,1.927,-3.528,1.61,1
2348,0.147,-1.284,-0.136,0.651,-0.595,1.283,-0.508,0
2349,-1.891,-3.248,3.607,1.238,1.545,1.239,-1.488,1
2350,-1.314,-2.387,2.505,1.339,3.79,0.221,-2.584,1
2351,1.254,0.62,-0.988,2.381,0.658,-1.377,2.114,1
2352,-1.965,-1.376,1.35,-0.304,3.792,-3.949,1.225,1
2353,0.056,-2.989,0.182,1.342,-0.003,-1.758,0.207,1
2354,-0.744,-2.805,2.073,1.44,2.897,1.051,-0.9,1
2355,-0.521,-0.747,-0.917,1.187,0.057,-0.093,0.778,0
2356,2.599,-2.081,-2.582,3.522,-0.863,0.127,-0.404,1
2357,-3.207,-1.717,-0.082,1.228,-1.268,0.676,-2.45,0
2358,-3.358,-0.401,0.695,0.446,3.152,0.675,2.651,0
2359,0.311,-2.818,-3.218,-0.791,2.273,3.153,-0.223,0
2360,-0.026,-0.21,-0.972,2.443,-1.017,1.086,-1.917,0
2361,2.174,-4.515,-2.257,-0.876,-0.664,2.721,1.506,1
2362,1.436,-2.26,-1.584,1.229,-2.164,0.791,-1.799,0
2363,-0.985,-2.011,0.533,0.219,1.686,0.184,2.204,0
2364,0.508,-1.523,-0.586,1.68,-0.628,-0.935,1.078,1
2365,-0.428,-1.951,-3.014,3.601,-4.378,0.638,-0.781,0
2366,-1.147,-0.549,-0.298,1.168,-0.103,-0.167,0.892,0
2367,0.266,-3.522,2.499,2.236,-0.552,2.414,0.951,1
2368,0.998,3.265,-0.55,3.85,-2.117,-2.18,1.921,1
2369,-2.884,-1.277,-2.992,0.55,-1.075,2.754,-2.662,0
2370,-2.466,-0.552,-0.815,-0.018,-0.201,1.24,-1.739,0
2371,3.495,0.29,-1.889,-0.23,0.44,1.007,0.172,1
2372,-3.163,-0.659,0.393,-0.452,2.242,0.952,-1.208,1
2373,-3.135,-0.915,1.027,1.08,-0.745,-1.359,4.893,0
2374,0.5,-1.842,1.411,-0.509,-1.019,-1.022,1.458,1
2375,-2.786,-0.464,-2.008,0.304,0.678,2.741,0.667,0
2376,-0.009,0.918,2.491,0.241,0.251,-2.727,3.348,1
2377,-1.439,3.082,-2.515,0.353,0.545,1.195,2.459,0
2378,-3.288,-1.004,0.312,2.501,-0.368,1.875,1.36,0
2379,1.283,-2.077,-1.311,2.024,2.836,-1.438,3.369,1
2380,0.637,-2.977,1.21,2.627,1.069,2.179,0.817,1
2381,-0.114,1.53,-2.78,2.839,-0.969,2.8,4.967,0
2382,-2.105,-3.79,1.723,2.781,2.252,-4.806,1.604,1
2383,-0.174,-0.664,-0.653,1.978,0.521,-1.465,-1.934,0
2384,0.154,-0.754,-1.118,1.164,-2.006,0.396,-1.37,0
2385,0.399,-2.221,2.406,1.497,-0.919,1.892,1.693,1
2386,-2.346,-2.101,-2.015,4.196,-0.956,-3.243,-3.492,1
2387,0.596,-2.366,-0.364,4.225,1.348,-3.178,1.466,1
2388,-2.83,-4.372,-0.791,-0.941,4.039,2.774,3.817,0
2389,1.898,3.304,0.853,-1.054,1.11,-1.162,3.306,1
2390,2.639,-4.29,-1.613,0.639,3.969,-0.291,1.379,1
2391,-1.622,1.437,-0.118,0.615,1.507,-1.092,-2.196,1
2392,-2.393,-2.699,-0.439,1.796,-0.81,1.501,-2.576,0
2393,-2.799,-1.694,1.646,0.393,0.331,1.602,-1.008,0
2394,2.28,-1.2,-1.935,1.258,2.115,-0.556,-0.21,1
2395,-0.58,-0.542,0.08,1.112,1.232,1.352,-0.123,1
2396,1.609,-0.767,-2.976,1.438,0.938,0.268,1.284,1
2397,1.009,-2.271,1.235,1.218,-0.301,1.785,-1.38,1
2398,-0.357,-0.728,0.056,0.713,2.911,-0.49,1.717,0
2399,-1.685,-1.54,-0.8,-0.266,-1.376,2.981,-1.095,0
2400,-2.276,-0.862,-2.764,1.837,1.377,4.593,0.296,0
2401,1.109,-1.376,0.467,3.027,-0.023,1.619,0.674,1
2402,0.572,-0.864,-2.875,2.026,-4.246,1.007,0.5,0
2403,0.763,-3.814,0.965,1.192,-0.143,3.407,0.838,1
2404,-2.806,1.604,-1.038,0.44,0.756,1.449,1.313,0
2405,-0.806,-1.774,2.339,2.555,2.975,-1.211,-0.633,1
2406,-0.799,-1.25,-1.937,1.538,0.324,2.762,1.428,0
2407,-1.433,1.027,0.2,0.032,0.953,0.432,-1.98,1
2408,-1.053,-1.051,1.559,0.518,1.836,-1.718,3.17,0
2409,-0.803,-2.869,-3.641,-0.459,2.094,4.56,-0.421,0
2410,-0.358,-1.006,-3.196,-0.543,3.021,3.138,-2.586,0
2411,-4.973,-0.263,4.097,1.096,1.319,-2.022,3.342,0
2412,2.386,-0.796,-1.423,1.817,-0.517,0.041,1.567,1
2413,1.934,-1.807,-0.957,3.846,1.503,-1.753,2.453,1
2414,0.145,-2.421,-0.684,1.383,0.933,-1.476,0.111,1
2415,-4.785,-0.602,1.405,0.053,0.563,1.62,-0.966,0
2416,3.685,-0.583,-2.759,-0.492,1.393,2.431,3.674,1
2417,-0.357,-0.673,-1.597,1.022,-1.437,2.706,1.025,0
2418,-2.471,-1.34,0.469,0.888,2.118,-0.761,6.184,0
2419,-5.069,1.508,3.386,-2.24,-0.807,-0.874,-2.647,1
2420,1.193,-0.216,-2.146,1.618,-1.897,0.314,-0.276,1
2421,-1.97,-2.089,2.437,2.398,0.326,-0.408,-0.834,0
2422,-0.419,-0.368,0.027,1.358,1.256,1.224,-1.611,1
2423,-0.711,-0.04,-2.137,1.191,-4.327,-1.039,-0.961,0
2424,0.527,-1.353,-4.917,0.605,0.346,2.741,-0.072,0
2425,-0.058,0.287,-0.649,1.969,-0.824,0.196,-1.016,0
2426,0.239,-3.789,0.292,-0.913,3.756,-1.9,1.401,1
2427,1.689,1.292,-1.603,0.88,0.658,-0.556,0.156,1
2428,2.361,-4.342,-0.102,0.81,-3.1,0.739,-2.961,0
2429,2.774,0.511,0.48,-0.256,2.471,-0.541,5.552,1
2430,-2.598,1.468,-1.363,-1.096,1.65,0.033,-3.626,1
2431,-1.801,-0.542,0.136,2.007,-2.303,1.527,-1.116,0
2432,0.49,-2.286,1.189,1.004,1.514,-2.067,3.753,1
2433,-2.124,-0.155,1.145,-0.172,1.975,-0.539,-4.012,1
2434,-1.49,-1.99,1.764,0.58,2.079,0.359,-2.151,1
2435,0.957,-2.953,-1.173,0.068,1.634,-0.648,-0.575,1
2436,-1.005,-1.183,-1.238,0.553,1.367,1.915,-1.75,0
2437,-0.049,-3.295,-1.314,1.098,-2.369,2.253,-2.281,0
2438,-0.889,-3.284,-1.955,1.166,1.861,1.807,3.612,0
2439,0.13,0.966,-1.116,-0.262,5.453,-2.028,3.437,0
2440,0.68,-0.699,-1.402,2.125,-0.3,-0.62,2.066,1
2441,0.904,0.342,-3.797,1.609,-1.465,0.965,0.251,0
2442,-0.038,-0.067,0.655,-0.152,1.433,-3.565,2.303,0
2443,4.16,-3.529,-2.283,3.092,3.125,0.066,2.944,1
2444,0.68,-0.82,-1.179,-1.816,1.669,0.229,1.582,1
2445,0.543,-0.663,-1.286,1.118,1.238,1.143,-0.064,0
2446,-0.891,-3.906,-3.18,3.674,-0.802,-1.4,-3.186,1
2447,-4.115,0.841,1.045,0.013,3.186,-1.405,-3.178,1
2448,-1.618,-1.585,-0.653,1.248,2.653,1.313,2.406,0
2449,-1.764,-0.887,-0.089,1.74,0.68,0.691,2.505,0
2450,-1.093,-1.27,-2.228,2.432,-2.664,4.996,-2.517,0
2451,-1.066,-3.484,4.131,1.854,0.533,1.661,1.015,1
2452,1.371,0.276,-1.152,1.415,0.311,0.713,-3.799,0
2453,-0.146,-1.209,-0.766,1.82,0.38,1.309,-1.5,1
2454,0.042,0.074,-1.667,-2.242,-0.153,0.544,0.323,1
2455,-2.94,-0.008,1.607,-0.681,0.455,1.166,-0.988,1
2456,1.103,1.129,-2.447,-0.759,-1.058,1.036,0.421,1
2457,1.734,-3.105,1.051,2.021,-0.913,3.409,1.668,1
2458,-6.713,-0.18,4.293,-3.404,1.266,0.372,-2.68,1
2459,1.016,-0.302,-0.046,-1.037,0.029,-0.714,-0.663,1
2460,-1.204,-2.991,-2.339,-1.368,1.069,4.646,-4.56,0
2461,-2.417,-1.297,0.234,2.04,0.7,1.416,1.881,0
2462,-3.404,0.519,2.72,1.993,4.285,-0.528,2.557,0
2463,0.681,-2.631,-4.571,-0.975,1.554,2.145,1.313,0
2464,-1.333,1.2,0.654,4.697,-3.447,0.897,-2.351,0
2465,4.401,-1.743,-3.533,1.485,0.141,2.271,1.347,1
2466,-1.193,0.481,0.573,2.06,-1.457,-1.866,2.325,0
2467,-1.235,1.27,-2.43,1.796,-0.442,1.229,1.692,0
2468,1.286,-2.775,-1.516,-3.85,2.636,1.31,-0.481,1
2469,-3.2,0.03,2.111,0.212,2.858,-0.92,-2.6,1
2470,2.2,-0.41,2.42,-0.19,2.908,-1.872,7.193,1
2471,0.36,-1.634,0.58,1.723,1.168,-2.138,3.422,1
2472,-1.459,0.494,0.141,-0.925,-0.077,0.381,-4.525,1
2473,-2.784,0.328,-1.308,1.342,-0.582,-2.283,-0.017,1
2474,0.53,-1.0,-1.965,1.941,-5.544,-0.65,-0.025,0
2475,-2.78,-1.456,-0.944,2.32,1.313,3.182,2.725,0
2476,-0.105,0.936,1.046,1.203,2.948,-1.048,0.635,0
2477,-2.575,-1.117,0.469,0.015,-0.703,2.296,-0.157,1
2478,2.344,-1.552,-2.616,3.159,2.691,-1.172,0.313,1
2479,-2.505,0.951,-0.803,0.331,1.744,0.027,-2.109,1
2480,2.658,-0.303,-0.926,2.495,-0.818,-0.686,0.555,1
2481,2.553,-2.578,-4.59,2.582,1.103,0.641,-2.476,1
2482,-2.613,-2.568,0.076,-0.557,5.461,1.442,5.651,0
2483,0.488,-1.706,-0.499,3.462,3.176,0.328,-1.886,1
2484,-0.937,-0.895,-0.128,-0.308,1.135,2.023,-0.469,1
2485,-1.187,-4.292,4.759,1.865,3.73,-0.411,-2.077,1
2486,0.422,0.946,-0.511,-1.832,-3.35,2.977,-0.521,1
2487,0.783,-1.548,-0.131,2.579,1.321,1.413,-1.161,1
2488,2.095,-2.763,-3.237,2.444,0.936,-0.044,-1.009,1
2489,-1.027,-2.344,-0.573,1.663,1.431,2.432,-1.43,0
2490,0.25,-2.063,-1.443,2.932,0.371,-1.92,-1.508,1
2491,1.862,-1.004,-1.43,1.543,-0.05,2.431,-1.175,1
2492,1.592,-2.194,-0.795,2.954,0.775,2.445,0.972,1
2493,-2.459,1.681,0.401,-0.613,0.082,-0.127,-2.51,1
2494,-2.234,-1.63,3.31,-0.785,1.086,0.696,-0.982,1
2495,-0.327,-1.993,1.037,2.287,1.045,1.653,-0.658,1
2496,1.103,0.493,-2.217,0.213,-0.102,0.518,-0.025,1
2497,-0.391,-1.27,1.704,2.583,2.224,0.233,-0.293,1
2498,0.24,-1.149,-1.319,0.883,-1.253,-0.752,-0.956,1
2499,2.207,-3.376,-2.464,4.379,-0.133,-0.524,0.216,1
2500,-1.09,-1.6,-1.925,-0.439,1.782,2.011,-0.043,0
2501,-0.724,0.154,1.137,1.914,2.379,-3.915,3.291,1
2502,-0.922,-2.113,-4.685,1.277,0.448,7.238,-2.094,0
2503,1.176,0.385,-0.055,0.118,0.566,-4.605,3.992,0
2504,2.133,1.125,-2.382,0.153,0.388,0.309,-0.297,1
2505,-0.464,-1.13,1.683,1.538,1.921,0.192,-2.125,1
2506,-0.357,-1.659,-1.587,0.505,0.238,-0.816,-0.305,1
2507,-5.611,-0.345,4.425,-2.055,1.752,-0.49,-1.794,1
2508,-2.656,-0.911,-0.467,0.693,-1.791,0.945,-1.174,0
2509,2.018,0.397,-2.6,0.869,0.054,0.243,-0.194,0
2510,0.94,-0.16,0.249,-4.241,1.626,0.483,1.653,1
2511,-0.027,1.002,-1.179,2.433,-1.85,-1.419,-0.06,1
2512,-1.797,0.37,-1.057,1.806,2.435,-0.36,-2.92,1
2513,-0.82,0.293,-0.519,-0.22,-1.077,-1.119,-0.041,1
2514,4.8,0.531,0.695,-2.084,0.777,1.092,2.278,1
2515,2.225,-2.243,0.865,1.071,1.449,-1.469,2.603,1
2516,-2.216,-1.846,-0.694,1.962,-0.31,1.288,3.104,0
2517,0.175,-0.228,1.438,0.438,1.095,0.642,-2.876,1
2518,-0.693,-2.238,1.85,0.406,1.278,0.688,-3.715,1
2519,0.914,1.321,-0.546,1.226,1.425,-1.919,0.774,1
2520,0.564,-2.78,1.8,3.534,-2.436,-2.803,-1.372,0
2521,-0.194,-2.591,1.74,1.186,-0.464,2.366,0.864,1
2522,-1.228,-4.359,2.599,1.632,1.046,2.204,-0.441,1
2523,0.171,1.587,1.348,-1.125,1.009,-1.917,2.599,1
2524,-1.113,-0.152,-0.009,1.346,1.854,0.413,-2.069,1
2525,-4.193,-1.531,3.641,0.287,1.923,0.341,0.3,0
2526,-0.61,-0.989,2.077,0.071,1.883,0.382,-3.528,1
2527,-0.27,-1.202,-5.181,1.296,-2.092,3.153,-1.75,0
2528,1.198,-0.612,-2.704,1.729,-1.299,1.253,-1.818,0
2529,-1.71,-2.076,-0.316,0.614,-1.65,0.248,-3.178,0
2530,-4.326,-3.767,-1.24,-0.528,4.108,4.8,3.528,0
2531,1.578,-0.643,-1.199,2.911,-0.805,-0.249,0.866,0
2532,4.842,-2.034,1.737,-1.652,5.289,-0.968,3.253,1
2533,-2.549,0.573,1.31,1.439,-1.119,-2.192,3.22,0
2534,-0.485,-3.656,0.164,0.965,3.749,-2.99,0.508,1
2535,0.195,-1.695,-1.539,0.777,0.395,3.101,-0.566,0
2536,-0.248,-3.789,1.049,0.271,5.363,-3.462,2.42,1
2537,-1.222,0.636,0.749,1.579,-1.035,-1.293,0.504,0
2538,-2.714,0.182,1.789,1.744,-0.592,-1.558,3.048,0
2539,1.382,-0.068,-1.678,1.332,-0.739,3.178,1.43,1
2540,2.033,-3.998,-2.211,-0.426,6.018,-0.005,3.357,1
2541,-3.824,-0.654,2.017,-0.65,-0.268,-3.81,-0.294,1
2542,1.706,0.234,-1.849,1.286,2.153,-0.858,0.974,0
2543,-2.565,0.681,-1.383,1.984,0.582,0.519,0.358,1
2544,-1.176,-2.709,-3.212,-1.22,5.598,2.872,3.031,0
2545,1.141,-0.515,0.628,-2.07,2.504,-0.482,3.832,1
2546,-2.652,-2.057,-3.38,-0.133,-1.322,4.0,-3.234,0
2547,-0.088,-2.1,0.434,2.068,1.211,1.621,-0.746,1
2548,2.955,-4.794,-2.327,2.133,2.313,-0.152,0.397,1
2549,0.715,2.701,-2.781,-1.566,1.024,0.191,0.187,1
2550,-2.037,1.276,-1.687,2.481,-0.557,0.649,2.008,0
2551,1.099,-2.976,2.12,1.266,-0.108,2.233,1.007,1
2552,-1.709,-0.737,-1.045,-1.041,-1.082,0.424,-3.318,0
2553,-2.836,-0.867,2.437,-0.415,0.602,0.319,-1.738,1
2554,0.952,0.022,0.3,1.232,0.329,1.395,-0.81,1
2555,1.475,-0.194,-0.682,1.111,3.745,-1.558,4.62,1
2556,-1.409,1.655,2.133,-1.031,1.778,-3.494,2.777,1
2557,0.316,-0.176,1.08,0.612,0.332,1.238,-1.801,1
2558,0.351,-2.072,-1.287,2.276,-2.037,-0.753,-2.343,0
2559,2.929,-2.568,-1.075,1.763,1.688,-0.063,4.049,1
2560,-2.002,0.914,-1.212,0.377,-0.413,1.292,0.39,0
2561,-0.635,-2.671,-1.942,0.78,2.418,2.099,2.096,0
2562,-0.861,1.029,-1.904,0.756,-2.54,-0.222,-0.087,1
2563,2.288,-2.171,-0.932,3.137,3.497,-2.397,0.582,1
2564,-0.949,-2.383,-2.756,0.161,2.191,2.731,0.721,0
2565,-3.36,-0.848,3.072,1.88,0.548,0.17,0.842,0
2566,-1.368,0.817,-2.342,0.039,1.312,2.837,0.307,0
2567,-3.808,2.309,-2.204,-2.592,0.67,3.467,-0.022,0
2568,-3.101,-0.311,1.375,3.122,-0.72,1.921,-0.127,0
2569,-1.784,-1.155,1.044,-0.813,2.172,2.53,-0.965,0
2570,-2.284,-2.141,-0.296,1.104,-0.237,2.153,2.534,0
2571,-1.159,0.578,-5.25,0.227,-1.622,3.127,-0.784,0
2572,-0.518,-0.805,2.33,0.922,-0.154,0.759,1.169,1
2573,-0.526,-2.056,-1.941,-1.3,3.854,-0.493,4.596,0
2574,1.723,-4.678,2.901,1.718,0.254,3.168,1.379,1
2575,2.18,-1.511,-2.686,-2.397,1.132,2.051,-0.228,1
2576,-0.457,2.01,0.831,1.586,1.624,-3.526,1.983,1
2577,-1.758,0.568,0.161,1.393,2.03,0.623,-1.075,1
2578,-0.041,-1.817,-0.21,1.057,-0.223,2.864,0.265,1
2579,-1.917,-1.773,-1.271,0.36,-0.237,2.498,-2.046,0
2580,1.123,-1.825,-0.027,-0.48,1.304,-0.805,0.502,1
2581,0.792,0.139,-0.955,0.226,0.359,-0.73,-1.218,0
2582,-2.974,-2.772,1.239,1.535,-2.632,0.518,-1.886,0
2583,0.334,-1.486,-0.217,2.246,1.462,0.424,-0.883,0
2584,0.368,-0.478,-1.225,1.487,-0.662,-1.026,0.253,1
2585,-2.369,-1.806,0.053,-0.612,-2.761,-0.039,-3.684,0
2586,1.061,-1.051,-1.254,0.748,2.89,-1.582,1.084,1
2587,-3.564,1.545,0.67,-1.491,-0.275,-0.064,-3.938,1
2588,1.321,1.719,-2.664,2.232,-3.357,0.116,-2.471,1
2589,2.475,0.511,-3.914,0.63,0.477,1.295,-2.895,0
2590,0.508,-0.564,-2.599,1.696,0.198,0.584,0.336,0
2591,1.012,-0.344,-2.408,1.058,-0.475,0.889,-2.582,0
2592,-0.751,1.372,-1.551,1.32,1.216,1.079,-1.191,1
2593,-0.369,0.004,0.011,1.476,1.314,1.041,-0.679,1
2594,-3.197,-0.7,0.063,0.234,0.371,1.625,-1.37,0
2595,1.609,-0.588,0.669,-0.746,2.743,-1.879,0.78,1
2596,3.046,-4.691,1.912,3.456,-1.667,4.258,6.005,1
2597,-0.84,-0.706,-1.26,2.232,-1.205,-1.405,0.485,1
2598,-0.896,-1.362,-3.419,1.085,-2.884,1.783,-1.901,0
2599,-1.268,-1.365,-1.915,1.407,0.142,1.927,1.7,0
2600,-1.757,-2.311,-1.709,2.054,-1.92,1.211,-2.557,0
2601,-2.449,-0.45,-1.091,0.523,1.871,0.541,-1.283,1
2602,0.117,-6.428,0.686,1.246,1.667,-1.915,0.724,1
2603,0.555,-1.114,-1.172,-0.998,5.465,-1.226,2.653,0
2604,-0.446,-2.524,-3.29,0.456,2.694,3.359,0.895,0
2605,-0.992,-1.71,-1.44,1.341,1.251,1.36,3.387,0
2606,-4.103,-1.491,-0.335,-1.59,0.767,4.165,-2.309,0
2607,-3.956,3.516,-0.405,-0.442,-0.495,-0.688,-2.047,1
2608,-1.356,0.471,-1.195,1.112,2.173,0.781,2.006,0
2609,-1.767,-0.934,0.531,1.026,1.7,-1.216,4.158,0
2610,-1.398,-1.654,0.668,1.457,1.994,0.816,-2.053,1
2611,-0.408,-0.296,-2.01,0.513,-0.814,0.552,0.684,0
2612,-0.692,-0.728,0.732,-0.93,-1.989,2.966,-1.789,1
2613,-1.759,-2.463,-1.973,1.392,0.451,3.566,1.561,0
2614,-4.011,-1.187,2.204,-0.207,-1.774,0.878,-0.945,0
2615,-0.027,-0.404,-2.318,1.563,0.37,1.489,0.073,0
2616,0.062,-0.803,-1.586,-1.017,1.668,-1.022,2.343,0
2617,-0.265,-3.232,1.967,0.703,0.405,2.869,-0.093,1
2618,-0.417,0.976,1.827,2.334,3.048,-4.751,3.204,1
2619,0.885,-0.523,0.559,2.037,-1.627,-0.175,1.783,0
2620,0.474,1.411,-1.752,1.299,-1.504,0.496,2.393,0
2621,-1.438,0.046,1.314,0.78,0.74,-2.109,3.028,0
2622,-1.366,-0.462,-4.855,1.963,-2.614,0.343,-2.927,0
2623,0.769,0.749,0.76,0.731,0.777,-2.089,2.095,1
2624,-3.409,-2.562,-0.487,0.897,0.278,1.88,3.779,0
2625,-2.386,-1.611,2.076,1.346,0.291,1.24,0.05,1
2626,-1.368,-1.766,0.821,1.062,2.063,1.761,0.272,1
2627,0.607,-1.402,0.592,2.286,-1.939,-1.265,-0.052,0
2628,-2.311,-2.121,1.877,1.903,-2.326,-3.077,1.322,1
2629,-2.798,0.246,3.293,-0.554,2.577,-1.517,-3.806,1
2630,0.024,-1.442,-2.815,4.76,-1.222,-1.223,0.213,1
2631,1.793,-0.36,-3.347,-0.711,3.068,0.016,0.682,0
2632,2.874,-4.184,1.028,-1.755,3.412,-0.253,3.207,1
2633,-1.703,-0.983,1.683,2.361,-1.155,1.481,2.685,0
2634,0.807,-1.383,2.28,1.829,-0.5,1.67,1.629,1
2635,0.374,-0.796,0.532,0.978,0.657,-0.947,-1.095,0
2636,-1.986,-2.481,4.13,0.625,1.047,1.038,0.023,1
2637,-1.185,-2.154,0.697,1.324,4.41,0.631,-3.432,1
2638,2.24,-3.713,-4.52,0.259,1.143,4.106,-1.526,0
2639,0.68,1.595,-1.145,2.642,-1.167,-0.698,3.489,0
2640,-2.359,1.643,-2.162,-0.289,0.662,2.513,0.68,0
2641,-0.863,-0.162,-0.492,-0.454,-2.709,0.744,-0.348,0
2642,5.074,-3.733,-2.228,1.444,2.944,0.919,0.724,1
2643,1.046,0.496,-1.099,-1.033,0.387,-0.108,0.317,1
2644,-2.635,-3.446,0.344,0.314,-2.382,0.775,-4.436,0
2645,-0.863,-0.35,-1.168,2.901,-0.073,1.428,1.04,0
2646,-1.378,-0.292,0.478,1.367,1.094,-0.313,-3.807,1
2647,2.648,-2.915,-3.769,0.956,1.539,2.483,-0.99,0
2648,-0.874,-0.962,-0.287,0.439,-1.684,0.03,-1.413,0
2649,1.233,-1.121,-3.159,-0.046,3.124,-0.225,1.754,0
2650,0.484,-2.062,-4.207,0.459,2.615,4.207,0.609,0
2651,0.585,-1.6,-2.369,0.624,-2.005,0.765,-0.652,1
2652,0.539,1.388,-5.119,1.373,-2.121,1.542,-1.895,1
2653,-0.667,0.076,-2.398,1.243,-0.833,0.327,-1.073,0
2654,2.041,0.002,-3.146,1.483,3.927,1.718,-1.377,0
2655,-0.585,-2.347,0.443,0.644,-1.809,2.325,-0.427,0
2656,-0.926,-0.25,-3.635,-1.078,-1.036,3.404,-1.562,0
2657,-0.495,-0.421,0.264,0.296,2.023,1.07,-0.041,1
2658,-4.412,2.702,-0.709,-2.163,-0.665,0.751,-0.132,1
2659,-1.48,-0.327,-1.453,0.898,1.373,0.762,1.223,0
2660,0.75,-2.59,-1.227,0.323,-1.047,-0.03,2.191,0
2661,-1.153,-1.727,0.108,-0.721,3.427,-0.699,5.125,0
2662,0.539,-4.334,-0.515,0.158,-5.551,-0.36,-4.905,0
2663,-0.871,-0.313,-0.929,1.307,0.258,2.016,-0.424,1
2664,-1.259,-0.153,-0.966,1.121,2.908,0.372,-3.24,1
2665,-1.667,-1.631,2.359,0.383,3.665,-0.898,-4.36,1
2666,-3.698,-0.498,2.252,-1.07,0.791,1.521,1.045,1
2667,-1.607,0.823,-1.387,2.664,-3.313,-1.645,-0.211,1
2668,-2.992,-1.844,4.024,0.286,2.102,-0.668,-3.672,1
2669,1.663,-0.625,-1.744,-0.355,2.881,-0.737,1.827,0
2670,-0.819,-0.78,2.023,1.394,-0.904,1.655,1.213,1
2671,-3.844,-2.729,-0.812,1.391,1.839,5.412,1.007,0
2672,-2.714,-0.934,0.065,1.393,0.308,1.732,0.417,0
2673,0.928,-1.522,-0.978,3.204,-4.757,-1.669,-0.343,0
2674,-0.553,0.514,-0.754,2.304,1.942,-0.349,-0.28,1
2675,-2.363,-0.458,1.885,2.491,0.969,-0.194,1.922,0
2676,-6.71,1.035,-0.444,-1.156,2.526,3.678,-0.82,0
2677,-0.997,-2.385,-2.423,-0.757,4.434,2.432,1.691,0
2678,-1.342,-0.852,-1.93,0.626,3.637,1.476,3.46,0
2679,0.052,-1.314,0.371,-2.414,4.457,-2.521,-1.317,1
2680,0.36,-1.726,-0.149,-1.104,3.719,-1.456,1.161,1
2681,0.762,-3.177,2.256,1.391,-0.31,2.556,-0.147,1
2682,-2.068,-0.578,-0.656,1.871,-0.733,1.651,-1.527,0
2683,0.686,0.235,0.201,0.136,1.561,-1.406,2.287,1
2684,-0.828,-1.877,-0.025,3.526,2.632,0.684,0.374,1
2685,-3.295,-0.728,2.064,-0.763,0.71,1.004,-1.06,1
2686,2.299,-1.35,-0.65,-1.438,2.256,0.359,1.754,1
2687,1.714,-3.247,1.492,0.466,-0.455,-0.148,-2.472,0
2688,-1.157,-2.95,-1.413,1.131,-0.922,3.439,-1.786,0
2689,-2.271,0.568,1.419,2.207,1.322,-0.342,0.926,1
2690,-3.394,-1.414,-1.313,1.103,-0.104,3.001,0.922,0
2691,-4.123,-4.098,6.375,0.468,2.835,-0.336,-1.244,1
2692,-1.337,-0.954,-0.336,1.315,0.886,1.377,0.644,0
2693,-0.494,-0.282,0.677,1.643,-2.889,-0.226,-2.589,0
2694,2.84,0.748,-1.026,-0.71,0.431,0.97,3.605,1
2695,1.555,0.845,-1.268,-0.321,1.651,-2.944,-0.596,0
2696,1.324,-3.077,0.072,-0.398,3.83,-1.556,1.666,1
2697,-0.416,-0.831,0.609,0.271,4.54,-1.637,2.804,0
2698,0.703,0.108,-0.774,1.137,-0.746,-2.306,2.709,0
2699,-3.781,-1.137,4.467,-0.092,0.81,0.006,-1.41,1
2700,1.23,-2.078,-0.187,1.2,4.081,-2.393,2.518,1
2701,1.08,-0.988,-0.411,1.815,-1.571,-0.69,0.55,0
2702,3.437,-0.789,-0.725,-0.176,2.962,-0.29,1.817,1
2703,-1.129,-2.666,3.417,-0.664,-0.794,2.981,-1.449,1
2704,1.739,1.451,1.739,-0.119,2.636,-2.287,4.264,1
2705,-3.014,-2.125,-1.216,1.796,-0.435,2.666,2.72,0
2706,1.891,-1.056,1.038,3.356,-2.054,-3.72,-0.14,0
2707,1.817,-1.237,-0.796,1.848,-4.905,-0.573,1.024,0
2708,-2.609,-1.871,3.469,0.784,1.421,0.526,-0.888,1
2709,-1.914,-0.974,3.151,1.929,1.216,0.321,1.6,0
2710,1.221,-1.227,-1.841,1.196,1.405,-0.514,1.019,0
2711,0.265,-3.495,3.817,-0.823,-0.799,2.581,-0.026,1
2712,0.834,0.324,-1.53,1.357,-2.955,0.01,-0.739,1
2713,1.226,-1.02,-1.333,3.026,-2.505,-1.841,-0.801,0
2714,-0.669,-1.856,-0.953,2.006,-0.874,1.617,-0.748,0
2715,2.128,-2.574,-1.577,0.239,3.979,-0.104,4.911,1
2716,-1.621,1.692,-0.562,-0.846,0.363,3.738,3.62,0
2717,0.877,1.099,-2.342,3.372,1.419,-1.866,0.804,1
2718,0.865,-1.108,-3.003,0.661,0.385,2.987,-3.067,0
2719,-0.24,0.755,1.306,0.694,-1.643,-1.85,2.711,1
2720,-0.39,-0.499,-1.137,1.956,-2.998,0.648,1.125,0
2721,1.818,-2.793,0.38,-2.346,3.881,-0.588,2.756,1
2722,0.283,-1.645,-1.438,1.098,-2.676,1.953,-0.24,0
2723,0.347,-0.273,1.87,-2.198,2.112,-1.929,1.955,1
2724,-3.146,-1.5,1.347,0.358,2.437,0.53,-3.102,0
2725,-0.892,-1.637,1.38,-0.688,-0.369,1.905,-1.664,1
2726,1.674,-2.945,-0.809,-0.347,-2.738,2.044,-1.936,0
